#TremblGeneID	Database_ID	E_value	Identity	Score	Annotation
T3_Unigene_BMK.62708	tr|M0WMM8|M0WMM8_HORVD	1e-102	144/157(91.72)	297	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.62824	tr|F2D2M5|F2D2M5_HORVD	1e-106	153/232(65.95)	313	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.6291	tr|M0V098|M0V098_HORVD	0.0	408/456(89.47)	823	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.63107	tr|F2E1P4|F2E1P4_HORVD	1e-139	196/231(84.85)	396	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.63391	tr|M0V2U1|M0V2U1_HORVD	1e-62	95/102(93.14)	197	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.63439	tr|Q5I2R0|Q5I2R0_CHLIN	4e-08	62/200(31.00)	61.6	Minus agglutinin GN=SAD1 OS=Chlamydomonas incerta PE=4 SV=1
T3_Unigene_BMK.6365	tr|F2E6K4|F2E6K4_HORVD	0.0	331/343(96.50)	668	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.63774	tr|F2D225|F2D225_HORVD	8e-79	126/146(86.30)	246	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.63870	tr|F2EK28|F2EK28_HORVD	2e-73	124/142(87.32)	226	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.63961	tr|I7CT70|I7CT70_HORVU	2e-59	95/102(93.14)	193	ACC oxidase GN=ACO2a OS=Hordeum vulgare (Barley) PE=2 SV=1
T3_Unigene_BMK.64098	tr|F2E931|F2E931_HORVD	1e-50	78/81(96.30)	161	40S ribosomal protein S21 OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=3 SV=1
T3_Unigene_BMK.64281	tr|M0YCF3|M0YCF3_HORVD	1e-88	138/171(80.70)	264	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.64459	tr|M0WIR9|M0WIR9_HORVD	3e-74	114/115(99.13)	223	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.64736	tr|Q41601|Q41601_TRIDB	3e-59	87/87(100.00)	183	Dehydrin OS=Triticum durum (Durum wheat) PE=2 SV=1
T3_Unigene_BMK.64803	tr|M0XZA6|M0XZA6_HORVD	1e-162	227/229(99.13)	460	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.64832	tr|D3JUT3|D3JUT3_WHEAT	0.0	298/304(98.03)	627	Xylanase inhibitor protein I OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.65175	tr|I1R615|I1R615_ORYGL	0.0	314/428(73.36)	612	Uncharacterized protein OS=Oryza glaberrima (African rice) PE=4 SV=1
T3_Unigene_BMK.65208	tr|J7EJB7|J7EJB7_WHEAT	2e-99	136/137(99.27)	292	Abscisic stress-ripening protein OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.65229	tr|F4Y5B5|F4Y5B5_TRIDC	1e-124	188/188(100.00)	371	Heat shock protein 90 GN=Hsp90.2-A1 OS=Triticum dicoccoides (Wild emmer) PE=3 SV=1
T3_Unigene_BMK.65550	tr|I1HA32|I1HA32_BRADI	4e-64	98/131(74.81)	199	Uncharacterized protein (Fragment) GN=BRADI1G76220 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T3_Unigene_BMK.65566	tr|K4A2X7|K4A2X7_SETIT	1e-48	80/105(76.19)	160	Uncharacterized protein GN=Si033229m.g OS=Setaria italica (Foxtail millet) PE=4 SV=1
T3_Unigene_BMK.65781	tr|F2CV78|F2CV78_HORVD	3e-48	75/91(82.42)	158	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.66073	tr|Q2TN72|Q2TN72_WHEAT	1e-83	124/132(93.94)	241	Senescence-associated protein GN=SAP OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.66082	tr|M0VZB6|M0VZB6_HORVD	2e-45	82/105(78.10)	154	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.66370	tr|F2E4D7|F2E4D7_HORVD	1e-121	189/214(88.32)	353	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.66750	tr|F2D1N9|F2D1N9_HORVD	1e-153	220/223(98.65)	431	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.66792	tr|F2DHT7|F2DHT7_HORVD	0.0	289/303(95.38)	572	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.66926	tr|I1GYP9|I1GYP9_BRADI	6e-11	41/105(39.05)	67.4	Uncharacterized protein GN=BRADI1G42570 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T3_Unigene_BMK.66930	tr|F2DW71|F2DW71_HORVD	0.0	245/285(85.96)	520	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.66998	tr|I1H0X8|I1H0X8_BRADI	1e-129	175/223(78.48)	374	Uncharacterized protein GN=BRADI1G49010 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T3_Unigene_BMK.67000	tr|M0X7P1|M0X7P1_HORVD	1e-105	142/144(98.61)	306	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.67067	tr|F2DA84|F2DA84_HORVD	2e-97	154/166(92.77)	289	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.67092	tr|Q68HV7|Q68HV7_TRIDB	6e-53	75/75(100.00)	169	Metallothionein OS=Triticum durum (Durum wheat) PE=4 SV=1
T3_Unigene_BMK.67143	tr|Q6B6M0|Q6B6M0_HORVU	0.0	346/348(99.43)	706	UDP-D-glucuronate decarboxylase GN=UXS1 OS=Hordeum vulgare (Barley) PE=2 SV=1
T3_Unigene_BMK.67505	tr|M0W8S8|M0W8S8_HORVD	0.0	277/279(99.28)	548	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.67660	tr|F2E3S0|F2E3S0_HORVD	7e-87	125/130(96.15)	259	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.67693	tr|Q401N6|Q401N6_WHEAT	1e-150	213/223(95.52)	432	Aspartic proteinase GN=WAP2 OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.67769	tr|M0XCZ0|M0XCZ0_HORVD	7e-94	137/140(97.86)	281	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.67771	tr|M0XCZ0|M0XCZ0_HORVD	1e-67	104/104(100.00)	211	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.67868	tr|Q40039|Q40039_HORVU	2e-30	56/56(100.00)	115	Precursor of CP29, core chlorophyll a/b binding (CAB) protein of photosystem II (PSII) OS=Hordeum vulgare (Barley) PE=3 SV=1
T3_Unigene_BMK.67877	tr|C5YJB9|C5YJB9_SORBI	2e-38	110/328(33.54)	155	Putative uncharacterized protein Sb07g028675 (Fragment) GN=Sb07g028675 OS=Sorghum bicolor (Sorghum) PE=4 SV=1
T3_Unigene_BMK.67917	tr|M0WBR2|M0WBR2_HORVD	4e-92	156/238(65.55)	277	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.67936	tr|M0WLK7|M0WLK7_HORVD	1e-162	235/273(86.08)	464	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.68338	tr|Q8GV47|Q8GV47_WHEAT	1e-106	174/212(82.08)	312	LEA3 protein GN=LEA3 OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.68513	tr|F2DDC7|F2DDC7_HORVD	6e-50	81/84(96.43)	167	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.68548	tr|M0Y240|M0Y240_HORVD	0.0	406/509(79.76)	808	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.68563	tr|M0Y288|M0Y288_HORVD	0.0	283/286(98.95)	580	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.68597	tr|F2CV50|F2CV50_HORVD	1e-157	223/268(83.21)	448	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.68705	tr|F2CYZ1|F2CYZ1_HORVD	1e-111	163/164(99.39)	324	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.68731	tr|M0VXJ2|M0VXJ2_HORVD	1e-94	139/139(100.00)	280	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.68834	tr|I1GPU2|I1GPU2_BRADI	1e-78	115/134(85.82)	237	Uncharacterized protein GN=BRADI1G13190 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T3_Unigene_BMK.69200	tr|F2DTT4|F2DTT4_HORVD	1e-178	254/262(96.95)	498	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.69472	tr|F2DKE9|F2DKE9_HORVD	1e-100	165/196(84.18)	298	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.6953	tr|I1GQC5|I1GQC5_BRADI	0.0	354/398(88.94)	678	Uncharacterized protein GN=BRADI1G14830 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T3_Unigene_BMK.69537	tr|A7UHA4|A7UHA4_9POAL	1e-138	194/226(85.84)	398	Glutathione S-transferase GN=gst OS=Dasypyrum villosum PE=2 SV=1
T3_Unigene_BMK.69722	tr|A4K4Z4|A4K4Z4_WHEAT	0.0	261/261(100.00)	523	Alpha tubulin-1B GN=TUBA-1B OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.69759	tr|B6T976|B6T976_MAIZE	5e-57	107/161(66.46)	190	MTN3 OS=Zea mays (Maize) PE=2 SV=1
T3_Unigene_BMK.69862	tr|M0YFJ6|M0YFJ6_HORVD	1e-145	205/234(87.61)	411	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.70095	tr|M0X417|M0X417_HORVD	1e-142	200/211(94.79)	406	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.70128	tr|F2E7N2|F2E7N2_HORVD	1e-129	191/212(90.09)	372	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.70314	tr|M0YRE6|M0YRE6_HORVD	1e-172	251/287(87.46)	490	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.70333	tr|C5YY17|C5YY17_SORBI	1e-169	247/420(58.81)	493	Putative uncharacterized protein Sb09g000636 (Fragment) GN=Sb09g000636 OS=Sorghum bicolor (Sorghum) PE=4 SV=1
T3_Unigene_BMK.70391	tr|F2CW17|F2CW17_HORVD	1e-134	202/262(77.10)	392	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.7083	tr|K3Y7Z9|K3Y7Z9_SETIT	0.0	282/382(73.82)	532	Uncharacterized protein GN=Si010340m.g OS=Setaria italica (Foxtail millet) PE=3 SV=1
T3_Unigene_BMK.728	tr|F2DBG5|F2DBG5_HORVD	1e-128	192/225(85.33)	371	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.7355	tr|Q564C9|Q564C9_WHEAT	1e-170	223/223(100.00)	457	Jasmonate-induced protein OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.7536	tr|F2DCC0|F2DCC0_HORVD	0.0	443/457(96.94)	884	Aspartate aminotransferase OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.7632	tr|F2DEM4|F2DEM4_HORVD	0.0	297/340(87.35)	556	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.7693	tr|D7R603|D7R603_WHEAT	0.0	427/428(99.77)	903	Putative calreticulin GN=CRT1 OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.7930	tr|F2CSG3|F2CSG3_HORVD	0.0	347/379(91.56)	721	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.8054	tr|F2D2I7|F2D2I7_HORVD	0.0	355/359(98.89)	715	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.846	tr|M0UIR3|M0UIR3_HORVD	4e-33	57/58(98.28)	119	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.8478	tr|M0UFX6|M0UFX6_HORVD	0.0	289/313(92.33)	551	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.8641	tr|F2DMR0|F2DMR0_HORVD	0.0	413/417(99.04)	830	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.8707	tr|F2DVW7|F2DVW7_HORVD	3e-71	120/127(94.49)	220	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.8708	tr|F2EHX7|F2EHX7_HORVD	0.0	330/337(97.92)	655	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.8983	tr|F2CXY0|F2CXY0_HORVD	0.0	318/328(96.95)	657	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.9011	tr|M0XCU4|M0XCU4_HORVD	2e-79	81/82(98.78)	177	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.9036	tr|F2E7Q3|F2E7Q3_HORVD	9e-86	134/143(93.71)	259	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.9102	tr|F2DIS4|F2DIS4_HORVD	0.0	611/617(99.03)	1235	Malic enzyme OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.9107	tr|F2D5H7|F2D5H7_HORVD	0.0	539/582(92.61)	1067	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.9197	tr|F2DLH8|F2DLH8_HORVD	0.0	395/430(91.86)	769	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.9216	tr|Q9S9A8|Q9S9A8_HORVU	1e-124	210/412(50.97)	395	BARE-1 polyprotein (Fragment) OS=Hordeum vulgare (Barley) PE=4 SV=1
T3_Unigene_BMK.9260	tr|F2CUG8|F2CUG8_HORVD	0.0	332/360(92.22)	671	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.9400	tr|F2DZC9|F2DZC9_HORVD	0.0	311/322(96.58)	619	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.9477	tr|M0V9A5|M0V9A5_HORVD	0.0	293/323(90.71)	554	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.9545	tr|F2CT35|F2CT35_HORVD	0.0	406/431(94.20)	854	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.9570	tr|F2CZG6|F2CZG6_HORVD	1e-150	227/256(88.67)	436	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.969	tr|F2EDZ1|F2EDZ1_HORVD	1e-132	180/196(91.84)	380	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.9697	tr|Q06I79|Q06I79_WHEAT	0.0	473/483(97.93)	925	Fasciclin-like protein FLA27 OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.9894	tr|F2DET3|F2DET3_HORVD	0.0	458/471(97.24)	934	Serine hydroxymethyltransferase OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.993	tr|P93608|P93608_WHEAT	1e-180	256/260(98.46)	506	Cold acclimation protein WCOR410c GN=Wcor410c OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.9981	tr|F2D005|F2D005_HORVD	0.0	365/387(94.32)	744	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.12405	tr|F2ELI2|F2ELI2_HORVD	8e-56	64/68(94.12)	128	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.14083	tr|I1HXF3|I1HXF3_BRADI	5e-81	139/182(76.37)	250	Uncharacterized protein GN=BRADI3G04490 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T4_Unigene_BMK.14691	tr|I1IRM7|I1IRM7_BRADI	2e-98	145/192(75.52)	290	Uncharacterized protein GN=BRADI4G34780 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T4_Unigene_BMK.15417	tr|F2D7S0|F2D7S0_HORVD	0.0	579/600(96.50)	1157	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.15582	tr|F2D451|F2D451_HORVD	0.0	501/549(91.26)	996	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.15844	tr|M0Z9S7|M0Z9S7_HORVD	1e-117	172/176(97.73)	340	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.15940	tr|F2D8N3|F2D8N3_HORVD	1e-100	151/154(98.05)	296	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.15945	tr|Q5TMB2|Q5TMB2_WHEAT	0.0	408/408(100.00)	827	Xylanase inhibitor TAXI-IV GN=Taxi-IV OS=Triticum aestivum (Wheat) PE=2 SV=1
T4_Unigene_BMK.16030	tr|M0YIP2|M0YIP2_HORVD	1e-133	189/198(95.45)	383	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.16051	tr|I7HZD6|I7HZD6_WHEAT	0.0	353/354(99.72)	725	GID1 protein GN=gid1 OS=Triticum aestivum (Wheat) PE=2 SV=1
T4_Unigene_BMK.16103	tr|I1H6R7|I1H6R7_BRADI	1e-145	213/296(71.96)	417	Uncharacterized protein GN=BRADI1G66030 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T4_Unigene_BMK.16263	tr|M0V1G5|M0V1G5_HORVD	1e-79	128/146(87.67)	241	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.16354	tr|M0XSD1|M0XSD1_HORVD	1e-154	219/225(97.33)	445	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.16446	tr|I1J2Z8|I1J2Z8_BRADI	0.0	457/548(83.39)	932	Uncharacterized protein GN=BRADI5G25080 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T4_Unigene_BMK.16519	tr|M0YX97|M0YX97_HORVD	1e-105	155/158(98.10)	308	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.16532	tr|F2DV27|F2DV27_HORVD	8e-79	113/121(93.39)	237	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.16611	tr|F2DLH9|F2DLH9_HORVD	0.0	262/264(99.24)	518	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.16619	tr|F2E705|F2E705_HORVD	0.0	444/462(96.10)	872	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.16626	tr|F2DYU1|F2DYU1_HORVD	3e-42	77/97(79.38)	143	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.16683	tr|M0UXI2|M0UXI2_HORVD	0.0	423/448(94.42)	849	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.16747	tr|F2EFQ6|F2EFQ6_HORVD	1e-22	49/61(80.33)	89.0	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.17467	tr|M0YTG9|M0YTG9_HORVD	0.0	456/458(99.56)	916	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.17546	tr|Q6Z406|Q6Z406_ORYSJ	1e-29	53/71(74.65)	107	Putative uncharacterized protein P0567H04.19-1 GN=P0567H04.19-1 OS=Oryza sativa subsp. japonica (Rice) PE=4 SV=1
T4_Unigene_BMK.17749	tr|M0ZEP4|M0ZEP4_HORVD	0.0	448/464(96.55)	882	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.18202	tr|Q06I91|Q06I91_WHEAT	1e-171	242/242(100.00)	481	Fasciclin-like protein FLA15 OS=Triticum aestivum (Wheat) PE=1 SV=1
T4_Unigene_BMK.1840	tr|F2DTG3|F2DTG3_HORVD	1e-152	207/225(92.00)	429	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.18838	tr|M0UZ48|M0UZ48_HORVD	0.0	380/412(92.23)	785	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.19084	tr|M0V452|M0V452_HORVD	0.0	406/434(93.55)	839	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.19889	tr|M0XXR9|M0XXR9_HORVD	1e-164	233/252(92.46)	457	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.20296	tr|Q58IJ7|Q58IJ7_HORVU	0.0	360/370(97.30)	741	UDP-D-glucose epimerase 3 GN=UGE3 OS=Hordeum vulgare (Barley) PE=2 SV=1
T4_Unigene_BMK.20316	tr|M0ZBN5|M0ZBN5_HORVD	1e-100	172/293(58.70)	313	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.21718	tr|M0X090|M0X090_HORVD	5e-62	90/98(91.84)	191	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.2559	tr|M0VII2|M0VII2_HORVD	2e-42	71/75(94.67)	144	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.25803	tr|G3XDL3|G3XDL3_HORVD	1e-70	112/115(97.39)	229	Putative iron-phytosiderophore transporter GN=HvYS2 OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.28280	tr|F2EIY5|F2EIY5_HORVD	2e-67	101/105(96.19)	206	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.28812	tr|M0YAD1|M0YAD1_HORVD	1e-144	209/219(95.43)	412	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.29902	tr|Q7DLM1|Q7DLM1_WHEAT	0.0	334/334(100.00)	668	Beta-glucanase (Precursor) OS=Triticum aestivum (Wheat) PE=2 SV=1
T4_Unigene_BMK.32988	tr|F2D8V4|F2D8V4_HORVD	0.0	371/391(94.88)	721	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.33119	tr|F2CXJ6|F2CXJ6_HORVD	1e-171	260/334(77.84)	493	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.33317	tr|M0Y6Y4|M0Y6Y4_HORVD	1e-143	210/244(86.07)	410	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.33351	tr|I1HHF2|I1HHF2_BRADI	0.0	514/567(90.65)	1033	Uncharacterized protein GN=BRADI2G19326 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T4_Unigene_BMK.33384	tr|F2EDM7|F2EDM7_HORVD	0.0	421/453(92.94)	842	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.33463	tr|Q9FUU7|Q9FUU7_WHEAT	0.0	817/823(99.27)	1705	Starch branching enzyme 2 GN=Sbe2 OS=Triticum aestivum (Wheat) PE=2 SV=1
T4_Unigene_BMK.33562	tr|F2D4K3|F2D4K3_HORVD	9e-53	86/86(100.00)	169	Histone H2A OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.33605	tr|M0USB2|M0USB2_HORVD	0.0	451/455(99.12)	907	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.33737	tr|F2E2M2|F2E2M2_HORVD	3e-62	94/100(94.00)	194	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.33846	tr|M0Z1F6|M0Z1F6_HORVD	7e-65	98/107(91.59)	203	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.33896	tr|M0XYI8|M0XYI8_HORVD	1e-138	181/181(100.00)	393	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
